,treatment,gender,age,nationality,education,field_of_work,political_party,undefined_question_1,undefined_question_2,undefined_question_3,undefined_question_4,zsg_question_1,zsg_question_2,zsg_question_3,zsg_question_4,nzsg_question_1,nzsg_question_2,nzsg_question_3,nzsg_question_4,nbzsg_avg,nredist_avg,bzsg_factor,redist_factor,redist_factor_2,undefined_effort_diff,zsg_effort_diff,nzsg_effort_diff,undefined_effort_diff_d,zsg_effort_diff_d,nzsg_effort_diff_d,undefined_effort_winner,zsg_effort_winner,nzsg_effort_winner,undefined_effort_loser,zsg_effort_loser,nzsg_effort_loser,counter,diff_zs_nzs,avg_redist_amount,zero_redist
239,treatment_6,2.0,23.0,1.0,3.0,9.0,5.0,0.6666666666666666,1.0,0.5,0.5,0.6666666666666666,1.0,0.50125,0.49875,0.8333333333333334,1.0,0.5,0.5,0.4375,0.9583333333333334,0.4696569231919108,0.9801116252085723,0.6980551743488838,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.0012499999999999734,0.5004166666666666,0
240,treatment_1,1.0,34.0,1.0,3.0,10.0,6.0,0.6666666666666666,1.0,0.49625,0.4875,0.6666666666666666,1.0,0.5,0.5,0.3333333333333333,1.0,0.75,0.25,0.1875,0.75,0.1739312233586077,0.7105312888974797,0.7323011632153635,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,-0.25,0.5820833333333334,0
242,treatment_3,1.0,55.0,1.0,2.0,8.0,1.0,0.6666666666666666,1.0,0.5,0.5,0.6666666666666666,1.0,0.5,0.5,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.875,0.15859023469921396,0.8640992074060212,0.7617025313118787,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.5,0.3333333333333333,0
244,treatment_5,2.0,20.0,1.0,3.0,13.0,7.0,0.3333333333333333,1.0,0.5,0.8,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.49999999999999994,0.75,0.5230078498023026,0.952779614747051,-0.045584282507708636,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.0,0.16666666666666666,0
245,treatment_6,2.0,21.0,1.0,3.0,13.0,7.0,0.5,1.0,0.65,0.5,0.6666666666666666,1.0,0.26875,0.16,0.6666666666666666,0.0,0.0,0.0,0.37499999999999994,0.6666666666666666,0.40105408910429846,0.6836734345590086,0.4904038510911293,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.26875,0.30624999999999997,0
246,treatment_1,1.0,43.0,3.0,1.0,10.0,2.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.5833333333333334,0.3769948888302829,0.5517565849271456,0.5634485101901322,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.0,0.0,1
247,treatment_2,1.0,57.0,1.0,5.0,11.0,6.0,0.5,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.1875,0.5,0.13043454067144275,0.4716352795472753,0.5159487519929703,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.0,0.0,1
248,treatment_3,1.0,33.0,2.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.25,0.05076603133336278,0.07273053709146224,0.7811900591444025,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.0,0.0,1
249,treatment_4,1.0,29.0,3.0,1.0,13.0,8.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.5416666666666667,0.2916666666666667,0.4942092662347628,0.15402017614408395,0.7075935462720561,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.0,0.0,1
250,treatment_5,1.0,28.0,3.0,1.0,5.0,5.0,0.5,1.0,0.4,0.6,0.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.46,0.54,0.7291666666666667,0.75,0.7021304635391095,0.952779614747051,-0.045584282507708636,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,-0.46,0.2866666666666667,0
251,treatment_6,1.0,55.0,1.0,1.0,8.0,5.0,0.6666666666666666,1.0,0.5,0.5,0.5,1.0,0.50125,0.3725,0.6666666666666666,1.0,0.38,0.18,0.6666666666666666,1.0,0.7599448470566721,1.0255101518385132,0.7356057766366939,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.12124999999999997,0.4604166666666667,0
252,treatment_1,2.0,54.0,1.0,1.0,11.0,1.0,0.6666666666666666,1.0,0.5,0.5,0.8333333333333334,1.0,0.5,0.5,0.16666666666666666,0.0,0.0,0.0,0.2916666666666667,0.5833333333333334,0.29887922433885133,0.4689771405976096,0.8873481931365691,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.5,0.3333333333333333,0
253,treatment_2,1.0,21.0,1.0,3.0,13.0,6.0,0.3333333333333333,1.0,0.25,0.25,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.375,0.7916666666666667,0.3649945662042333,0.8291799471621888,0.47370439855195245,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.0,0.08333333333333333,0
254,treatment_3,1.0,70.0,1.0,3.0,12.0,7.0,0.8333333333333334,1.0,0.4,0.2,0.6666666666666666,1.0,0.30000000000000004,0.35,1.0,1.0,0.40625,0.25,0.6041666666666667,0.75,0.549265011297007,0.7929892616228528,0.5376083792735087,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,-0.10624999999999996,0.3687500000000001,0
255,treatment_4,1.0,63.0,1.0,6.0,5.0,7.0,0.0,1.0,0.0,0.4,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.20833333333333334,0.7499999999999999,0.1843335544361199,0.8196725329549287,0.32500668110398534,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.0,0.0,1
256,treatment_5,1.0,29.0,1.0,1.0,13.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.6666666666666666,1.0,0.40125,0.23,0.16666666666666666,0.0,0.0,0.0,0.10416666666666666,0.375,0.09004221898704018,0.2289127975746538,0.7920920529836845,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.40125,0.13375,0
257,treatment_6,1.0,36.0,3.0,1.0,9.0,8.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.1875,0.7083333333333333,0.14652869538382426,0.7316863031635998,0.5094550791217063,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.0,0.0,1
258,treatment_1,2.0,21.0,1.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6041666666666667,0.7916666666666667,0.5712241023262088,0.8213369212382382,0.5292025213236524,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.0,0.0,1
259,treatment_2,1.0,30.0,1.0,1.0,11.0,6.0,0.5,0.0,0.0875,0.0,0.16666666666666666,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.875,0.49127312664756406,0.9173626584474206,0.5673049773848063,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,-0.5,0.19583333333333333,0
260,treatment_3,2.0,18.0,1.0,3.0,13.0,4.0,0.6666666666666666,1.0,0.4,0.3,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.375,0.7083333333333333,0.3593186552387335,0.6946487555556755,0.5652484319081886,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.0,0.13333333333333333,0
261,treatment_4,2.0,20.0,1.0,3.0,13.0,4.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.2475,0.24125,0.3958333333333333,0.7083333333333333,0.426865044527262,0.868875633719779,0.046511604621871205,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,-0.2475,0.0825,0
262,treatment_5,2.0,25.0,1.0,1.0,13.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10416666666666666,0.5833333333333333,0.12318027587972372,0.6635121709592449,0.13765465382152076,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.0,0.0,1
264,treatment_1,1.0,27.0,1.0,3.0,13.0,6.0,0.3333333333333333,1.0,0.125,0.125,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.2708333333333333,0.5833333333333333,0.27110890684957833,0.4984931338857463,0.7578460641172046,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.0,0.041666666666666664,0
265,treatment_2,2.0,19.0,1.0,3.0,13.0,6.0,0.3333333333333333,1.0,0.31,0.19125,0.6666666666666666,1.0,0.4,0.3,0.16666666666666666,0.0,0.0,0.0,0.7916666666666666,0.7083333333333334,0.8091998245487952,0.7464442998076682,0.44470401461202386,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.4,0.23666666666666666,0
266,treatment_3,2.0,23.0,1.0,1.0,13.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.35416666666666663,0.4583333333333333,0.3125925690687042,0.591255789990833,-0.14179326059052372,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.0,0.0,1
267,treatment_4,2.0,26.0,1.0,1.0,13.0,7.0,0.6666666666666666,1.0,0.5,0.5,0.6666666666666666,1.0,0.5,0.5,0.6666666666666666,1.0,0.49875,0.49875,0.25,0.9166666666666667,0.25216540045591856,0.967989869026662,0.5678568311581499,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.0012499999999999734,0.4995833333333333,0
268,treatment_5,3.0,18.0,1.0,3.0,13.0,7.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.75,0.75,0.7166828863907527,0.7212070367774913,0.7599026095938223,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.0,0.0,1
269,treatment_6,2.0,27.0,1.0,3.0,10.0,5.0,0.6666666666666666,1.0,0.30000000000000004,0.30000000000000004,0.8333333333333334,1.0,0.50375,0.465,0.6666666666666666,1.0,0.74,0.9,0.6041666666666666,0.8333333333333334,0.610881783093833,0.8372194545800424,0.6962552526308272,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,-0.23624999999999996,0.5145833333333333,0
270,treatment_1,1.0,22.0,1.0,1.0,13.0,3.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.4791666666666667,0.5833333333333333,0.4847638827341136,0.5558388336912026,0.4710959993019912,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.0,0.0,1
271,treatment_2,2.0,21.0,1.0,3.0,13.0,6.0,0.6666666666666666,1.0,0.37625,0.25,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334,1.0,0.5,0.5,0.3958333333333333,0.875,0.40259533419448157,0.8814715460247398,0.6784520925449631,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,-0.5,0.2920833333333333,0
272,treatment_3,2.0,23.0,1.0,3.0,9.0,6.0,0.5,1.0,0.4,0.4,0.16666666666666666,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.375,0.9166666666666667,0.36147829708037404,0.967989869026662,0.5678568311581499,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.0,0.13333333333333333,0
